"eucountry","year","population","GDP","gini"
Romania,2007,19466145,167570353781.434,37.5
Romania,2006,19466145,156266346693.626,39.6
Romania,2005,19466145,144652472925.674,
Romania,2004,19466145,138201043602.491,
Romania,2003,19466145,125150235592.491,
Romania,2002,19466145,122287309511.908,
Romania,2001,19466145,115689544451.415,
Romania,2000,19466145,109952094351.041,
Russian Federation,2020,144478050,1726662088420.88,
Russian Federation,2019,144478050,1779170276409.99,
Russian Federation,2018,144478050,1743720734850.68,37.5
Russian Federation,2017,144478050,1696106853061.04,37.2
Russian Federation,2016,144478050,1665694763578.53,36.8
Russian Federation,2015,144478050,1662474715110.35,37.7
Russian Federation,2014,144478050,1695930665412.95,39.9
Russian Federation,2013,144478050,1683535346495.76,40.9
Russian Federation,2012,144478050,1654492026998.83,40.7
Russian Federation,2011,144478050,1590489364644.29,39.7
Russian Federation,2010,144478050,1524917468442.01,39.5
Russian Federation,2009,144478050,1459251165972.78,39.8
Russian Federation,2008,144478050,1582701810889.97,41.6
Russian Federation,2007,144478050,1504469841529.42,42.3
Russian Federation,2006,144478050,1386608432989.65,41.0
Russian Federation,2005,144478050,1281522697121.64,41.3
Russian Federation,2004,144478050,1204439016241.71,40.3
Russian Federation,2003,144478050,1123544404800.4,40.0
Russian Federation,2002,144478050,1047106154523.45,37.3
Russian Federation,2001,144478050,1000101466517.97,36.9
Russian Federation,2000,144478050,951570864960.202,37.1
San Marino,2019,33785.0,1723484312.19022,
San Marino,2018,33785.0,1683506067.26526,
San Marino,2017,33785.0,1657895541.39012,
San Marino,2016,33785.0,1653624799.59014,
San Marino,2015,33785.0,1615745175.01546,
San Marino,2014,33785.0,1579549705.66672,
San Marino,2013,33785.0,1590722471.04721,
San Marino,2012,33785.0,1603291832.10026,
San Marino,2011,33785.0,1724795655.61309,
San Marino,2010,33785.0,1881214370.93994,
San Marino,2009,33785.0,1990148833.39972,
San Marino,2008,33785.0,2219190523.69976,
San Marino,2007,33785.0,2230363289.08025,
San Marino,2006,33785.0,2082324147.78876,
San Marino,2005,33785.0,2005511385.79789,
San Marino,2004,33785.0,1958027132.93081,
San Marino,2003,33785.0,1872834796.90458,
San Marino,2002,33785.0,1803005013.27652,
San Marino,2001,33785.0,1797418630.58627,
San Marino,2000,33785.0,1702450124.85211,
Serbia,2020,6963764.0,49721665328.7509,
Serbia,2019,6963764.0,50213615458.7398,
Serbia,2018,6963764.0,48167224454.1516,
Serbia,2017,6963764.0,46095189764.125,36.2
Serbia,2016,6963764.0,45146586020.325,38.8
Serbia,2015,6963764.0,43688023451.3019,40.5
Serbia,2014,6963764.0,42912989429.7754,40.5
Serbia,2013,6963764.0,43606113097.5697,39.5
Serbia,2012,6963764.0,42380207643.5152,39.9
Serbia,2011,6963764.0,42671028784.1099,
Serbia,2010,6963764.0,41819468691.8251,
Serbia,2009,6963764.0,41515968465.9198,
Serbia,2008,6963764.0,42681933020.219,
Serbia,2007,6963764.0,40397236364.6127,
Serbia,2006,6963764.0,37953228515.7138,
Serbia,2005,6963764.0,36108863543.5274,
Serbia,2004,6963764.0,34216568530.7278,
Serbia,2003,6963764.0,31383228829.5405,
Serbia,2002,6963764.0,30064089625.5937,
Serbia,2001,6963764.0,28260927883.9268,
Serbia,2000,6963764.0,26442039540.6366,
Slovakia,2020,5446771.0,109217742998.773,
Slovakia,2019,5446771.0,114669504300.232,
Slovakia,2018,5446771.0,111860040781.458,25.0
Slovakia,2017,5446771.0,107920798507.243,
Slovakia,2016,5446771.0,104788135893.823,25.2
Slovakia,2015,5446771.0,102599958081.508,26.5
Slovakia,2014,5446771.0,97886806555.4282,26.1
Slovakia,2013,5446771.0,95367586177.8506,28.1
Slovakia,2012,5446771.0,94736136629.9989,26.1
Slovakia,2011,5446771.0,92972684423.6731,26.5
Slovakia,2010,5446771.0,90398832433.9335,27.3
Slovakia,2009,5446771.0,85385623781.6126,27.2
Slovakia,2008,5446771.0,90312661014.7879,26.0
Slovakia,2007,5446771.0,85543697111.3733,24.7
Slovakia,2006,5446771.0,77183191548.8511,25.8
Slovakia,2005,5446771.0,71141055378.2319,29.3
Slovakia,2004,5446771.0,66721763890.5898,27.1
Slovakia,2003,5446771.0,63376209830.9437,
Slovakia,2002,5446771.0,60072759439.2476,
Slovakia,2001,5446771.0,57480699484.5939,
Slovakia,2000,5446771.0,55669340110.9048,
Slovenia,2020,2073894.0,54150391223.0043,
Slovenia,2019,2073894.0,57321537836.0769,
Slovenia,2018,2073894.0,55552554713.0659,24.6
Slovenia,2017,2073894.0,53219159738.4832,24.2
Slovenia,2016,2073894.0,50784767161.7182,24.8
Slovenia,2015,2073894.0,49213931063.9334,25.4
Slovenia,2014,2073894.0,48149781597.2791,25.7
Slovenia,2013,2073894.0,46852821092.7902,26.2
Slovenia,2012,2073894.0,47340084426.0571,25.6
Slovenia,2011,2073894.0,48623471168.9764,24.9
Slovenia,2010,2073894.0,48208240226.4501,24.9
Slovenia,2009,2073894.0,47569032084.5723,24.8
Slovenia,2008,2073894.0,51452924048.1751,23.7
Slovenia,2007,2073894.0,49708243481.106,24.4
Slovenia,2006,2073894.0,46464917542.2106,24.4
Slovenia,2005,2073894.0,43939953420.6988,24.6
Slovenia,2004,2073894.0,42332188483.3471,24.8
Slovenia,2003,2073894.0,40563928635.612,
Slovenia,2002,2073894.0,39397655486.7049,
Slovenia,2001,2073894.0,38063308870.5395,
Slovenia,2000,2073894.0,36877133618.0695,
Spain,2020,46796540,1402990600402.94,
Spain,2019,46796540,1573546474089.29,
Spain,2018,46796540,1543447293320.58,34.7
Spain,2017,46796540,1506830599353.93,34.7
Spain,2016,46796540,1463316808003.09,35.8
Spain,2015,46796540,1420264316878.6,36.2
Spain,2014,46796540,1367806573139.25,36.1
Spain,2013,46796540,1349135775978.08,36.2
Spain,2012,46796540,1368783211618.46,35.4
Spain,2011,46796540,1410526928100.77,35.7
Spain,2010,46796540,1422108199783.34,35.2
Spain,2009,46796540,1419793790647.73,34.9
Spain,2008,46796540,1475313249889.36,34.2
Spain,2007,46796540,1462340169523.89,34.1
Spain,2006,46796540,1411461390559.29,33.5
Spain,2005,46796540,1355835173265.27,32.4
Spain,2004,46796540,1308064239825.59,33.3
Spain,2003,46796540,1268453048389.63,31.8
Spain,2002,46796540,1231724324368.01,
Spain,2001,46796540,1198979916301.37,
Spain,2000,46796540,1153609062039.34,34.3
Sweden,2020,10175214,580499441330.262,
Sweden,2019,10175214,597331155543.357,
Sweden,2018,10175214,589259147923.413,30.0
Sweden,2017,10175214,577988245098.533,28.8
Sweden,2016,10175214,563517539985.087,29.6
Sweden,2015,10175214,552086083358.095,29.2
Sweden,2014,10175214,528366235242.641,28.4
Sweden,2013,10175214,514686895802.716,28.8
Sweden,2012,10175214,508645330091.796,27.6
Sweden,2011,10175214,511655422318.786,27.6
Sweden,2010,10175214,495812558843.31,27.7
Sweden,2009,10175214,467959130636.214,27.3
Sweden,2008,10175214,489188904610.127,28.1
Sweden,2007,10175214,491402966162.082,27.1
Sweden,2006,10175214,475064446275.73,26.4
Sweden,2005,10175214,453900111906.39,26.8
Sweden,2004,10175214,441284651978.437,26.1
Sweden,2003,10175214,422942254775.017,25.3
Sweden,2002,10175214,413393644592.477,
Sweden,2001,10175214,404506946291.441,
Sweden,2000,10175214,398727398165.564,27.2
Switzerland,2020,8513227.0,692095426032.167,
Switzerland,2019,8513227.0,712547329373.334,
Switzerland,2018,8513227.0,704920576240.946,33.1
Switzerland,2017,8513227.0,684299849661.364,32.7
Switzerland,2016,8513227.0,673624122427.937,33.0
Switzerland,2015,8513227.0,660123368612.609,32.3
Switzerland,2014,8513227.0,649358506468.394,32.5
Switzerland,2013,8513227.0,633849198063.623,32.5
Switzerland,2012,8513227.0,622509149394.166,31.6
Switzerland,2011,8513227.0,615023126905.369,31.7
Switzerland,2010,8513227.0,603434493402.679,32.6
Switzerland,2009,8513227.0,584337741980.175,32.9
Switzerland,2008,8513227.0,596747909749.776,33.8
Switzerland,2007,8513227.0,580745403737.188,34.3
Switzerland,2006,8513227.0,558432011619.952,33.9
Switzerland,2005,8513227.0,536876383960.366,
Switzerland,2004,8513227.0,521833802215.75,
Switzerland,2003,8513227.0,507514147844.804,
Switzerland,2002,8513227.0,507752011245.753,31.7
Switzerland,2001,8513227.0,507779971959.633,
Switzerland,2000,8513227.0,499902423278.636,33.4
Ukraine,2020,44622516,130072807270.765,
Ukraine,2019,44622516,135521189665.04,26.6
Ukraine,2018,44622516,131291651249.309,26.1
Ukraine,2017,44622516,126968015121.443,26.0
Ukraine,2016,44622516,123912293812.632,25.0
Ukraine,2015,44622516,121203317705.377,25.5
Ukraine,2014,44622516,134331480637.625,24.0
Ukraine,2013,44622516,143750950398.359,24.6
Ukraine,2012,44622516,143789339118.051,24.7
Ukraine,2011,44622516,143446957451.616,24.6
Ukraine,2010,44622516,136013155905.036,24.8
Ukraine,2009,44622516,130990467246.875,25.3
Ukraine,2008,44622516,153669941036.719,26.6
Ukraine,2007,44622516,150209086270.689,27.0
Ukraine,2006,44622516,139607929641.793,29.8
Ukraine,2005,44622516,129940465635.033,29.0
Ukraine,2004,44622516,126159098825.019,28.9
Ukraine,2003,44622516,112532765633.157,28.7
Ukraine,2002,44622516,102754706789.826,29.0
Ukraine,2001,44622516,97629786737.4097,
Ukraine,2000,44622516,89401541680.6853,
United Kingdom,2020,66460344,2628312650645.44,
United Kingdom,2019,66460344,2913556871434.81,
United Kingdom,2018,66460344,2874157497314.14,
United Kingdom,2017,66460344,2838601442114.14,35.1
United Kingdom,2016,66460344,2790046007973.58,34.8
United Kingdom,2015,66460344,2742804332759.55,33.2
United Kingdom,2014,66460344,2679486211063.81,34.0
United Kingdom,2013,66460344,2604914574687.66,33.2
United Kingdom,2012,66460344,2549186468912.68,32.3
United Kingdom,2011,66460344,2513237223477.67,33.2
United Kingdom,2010,66460344,2481579504997.81,34.4
United Kingdom,2009,66460344,2431156088971.62,34.3
United Kingdom,2008,66460344,2535463784367.3,34.1
United Kingdom,2007,66460344,2542551914678.86,35.7
United Kingdom,2006,66460344,2483917165662.06,34.6
United Kingdom,2005,66460344,2418760584175.25,34.3
United Kingdom,2004,66460344,2349321871594.96,36.0
United Kingdom,2003,66460344,2296810396769.92,35.1
United Kingdom,2002,66460344,2222966092388.24,35.1
United Kingdom,2001,66460344,2175566069186.13,37.3
United Kingdom,2000,66460344,2117744535140.26,38.4
